Cow_id, Pixel_id, times of visiting back to pixel, Interval days,Vegetation class,Northing,Easting
14540,1846,1,0,3,,5133124.3,434468.6
14540,1847,1,0,3,,5133124.3,434483.6
14540,824,1,0,2,,5132734.3,434513.6
14540,1852,1,0,1,,5133124.3,434558.6
14540,2878,1,0,4,,5133454.3,434948.6
14540,1855,1,0,1,,5133124.3,434603.6
14540,2884,2,5,1,,5133454.3,435038.6
14540,1864,1,0,2,,5133124.3,434738.6
14540,2889,1,0,3,,5133454.3,435113.6
14540,841,1,0,2,,5132734.3,434768.6
14540,1866,1,0,2,,5133124.3,434768.6
14540,842,1,0,2,,5132734.3,434783.6
14540,846,1,0,4,,5132734.3,434843.6
14540,848,2,2,4,,5132734.3,434873.6
14540,2896,1,0,4,,5133469.3,434453.6
14540,1872,1,0,4,,5133124.3,434858.6
14540,849,1,0,4,,5132734.3,434888.6
14540,1875,1,0,2,,5133124.3,434903.6
14540,1881,1,0,1,,5133124.3,434993.6
14540,2906,1,0,3,,5133469.3,434603.6
14540,1884,1,0,1,,5133124.3,435038.6
14540,1886,1,0,3,,5133124.3,435068.6
14540,1892,2,2,3,,5133139.3,434528.6
14540,2919,1,0,4,,5133469.3,434798.6
14540,1896,1,0,1,,5133139.3,434588.6
14540,1903,1,0,3,,5133139.3,434693.6
14540,880,1,0,2,,5132749.3,434798.6
14540,881,1,0,2,,5132749.3,434813.6
14540,882,1,0,4,,5132749.3,434828.6
14540,2931,1,0,3,,5133469.3,434978.6
14540,884,1,0,4,,5132749.3,434858.6
14540,1908,1,0,2,,5133139.3,434768.6
14540,885,1,0,4,,5132749.3,434873.6
14540,2936,1,0,1,,5133469.3,435053.6
14540,1913,1,0,4,,5133139.3,434843.6
14540,1914,2,12,4,,5133139.3,434858.6
14540,891,1,0,2,,5132749.3,434963.6
14540,1915,1,0,4,,5133139.3,434873.6
14540,893,1,0,2,,5132749.3,434993.6
14540,2944,1,0,2,,5133484.3,434393.6
14540,2946,1,0,2,,5133484.3,434423.6
14540,2950,2,2,4,,5133484.3,434483.6
14540,906,1,0,2,,5132764.3,434633.6
14540,1933,1,0,3,,5133154.3,434498.6
14540,1939,1,0,1,,5133154.3,434588.6
14540,920,1,0,4,,5132764.3,434843.6
14540,921,1,0,4,,5132764.3,434858.6
14540,2969,1,0,4,,5133484.3,434768.6
14540,1947,1,0,2,,5133154.3,434708.6
14540,2972,1,0,4,,5133484.3,434813.6
14540,925,1,0,4,,5132764.3,434918.6
14540,928,3,7,2,,5132764.3,434963.6
14540,1952,1,0,2,,5133154.3,434783.6
14540,929,1,0,2,,5132764.3,434978.6
14540,1955,1,0,4,,5133154.3,434828.6
14540,944,1,0,4,,5132779.3,434648.6
14540,1972,1,0,3,,5133154.3,435083.6
14540,949,1,0,2,,5132779.3,434723.6
14540,2997,1,0,3,,5133499.3,434393.6
14540,3000,1,0,2,,5133499.3,434438.6
14540,1976,1,0,3,,5133169.3,434498.6
14540,1979,1,0,1,,5133169.3,434543.6
14540,955,1,0,2,,5132779.3,434813.6
14540,957,2,9,4,,5132779.3,434843.6
14540,959,1,0,4,,5132779.3,434873.6
14540,961,1,0,4,,5132779.3,434903.6
14540,962,1,0,2,,5132779.3,434918.6
14540,966,1,0,2,,5132779.3,434978.6
14540,3016,1,0,3,,5133499.3,434678.6
14540,1992,1,0,2,,5133169.3,434738.6
14540,3017,1,0,3,,5133499.3,434693.6
14540,1996,1,0,4,,5133169.3,434798.6
14540,1999,1,0,4,,5133169.3,434843.6
14540,2001,1,0,2,,5133169.3,434873.6
14540,980,1,0,3,,5132794.3,434633.6
14540,2008,1,0,1,,5133169.3,434978.6
14540,3039,1,0,1,,5133499.3,435023.6
14540,991,1,0,4,,5132794.3,434798.6
14540,3040,1,0,1,,5133499.3,435038.6
14540,994,1,0,4,,5132794.3,434843.6
14540,2019,1,0,3,,5133184.3,434498.6
14540,3050,2,9,2,,5133514.3,434378.6
14540,1002,2,5,2,,5132794.3,434963.6
14540,1004,3,13,2,,5132794.3,434993.6
14540,3053,1,0,2,,5133514.3,434423.6
14540,3056,1,0,4,,5133514.3,434468.6
14540,3065,1,0,1,,5133514.3,434603.6
14540,2044,1,0,2,,5133184.3,434873.6
14540,2045,1,0,4,,5133184.3,434888.6
14771,1,9,16,4,,5132194.3,434273.6
14771,2049,1,0,4,,5133184.3,434948.6
14771,2,8,16,4,,5132209.3,434273.6
14771,3,1,0,4,,5132209.3,434288.6
14771,4,5,10,4,,5132224.3,434273.6
14771,5,2,8,4,,5132224.3,434288.6
14771,6,2,1,4,,5132224.3,434303.6
14771,8,3,12,4,,5132239.3,434288.6
14771,11,1,0,4,,5132239.3,434333.6
14771,13,3,2,4,,5132254.3,434303.6
14771,14,2,4,4,,5132254.3,434318.6
14771,15,1,0,4,,5132254.3,434333.6
14771,19,5,4,4,,5132269.3,434303.6
14771,20,1,0,4,,5132269.3,434318.6
14771,21,1,0,4,,5132269.3,434333.6
14771,22,4,10,4,,5132269.3,434348.6
14771,23,1,0,4,,5132269.3,434363.6
14771,24,1,0,4,,5132269.3,434378.6
14771,2073,1,0,2,,5133199.3,434663.6
14771,28,1,0,4,,5132284.3,434333.6
14771,2076,1,0,2,,5133199.3,434708.6
14771,29,1,0,4,,5132284.3,434348.6
14771,30,2,2,4,,5132284.3,434363.6
14771,2078,1,0,2,,5133199.3,434738.6
14771,2081,1,0,4,,5133199.3,434783.6
14771,34,1,0,4,,5132284.3,434423.6
14771,2082,1,0,4,,5133199.3,434798.6
14771,36,3,8,4,,5132299.3,434318.6
14771,2085,1,0,2,,5133199.3,434843.6
14771,41,5,11,4,,5132299.3,434393.6
14771,2089,1,0,4,,5133199.3,434903.6
14771,43,1,0,4,,5132299.3,434423.6
14771,48,3,9,4,,5132314.3,434333.6
14771,49,1,0,4,,5132314.3,434348.6
14771,51,1,0,4,,5132314.3,434378.6
14771,53,2,8,4,,5132314.3,434408.6
14771,55,1,0,4,,5132314.3,434438.6
14771,61,2,2,4,,5132329.3,434333.6
14771,64,1,0,4,,5132329.3,434378.6
14771,67,1,0,4,,5132329.3,434423.6
14771,2116,1,0,2,,5133214.3,434663.6
14771,2118,1,0,2,,5133214.3,434693.6
14771,2120,1,0,2,,5133214.3,434723.6
14771,73,1,0,2,,5132329.3,434513.6
14771,2122,1,0,2,,5133214.3,434753.6
14771,2123,1,0,2,,5133214.3,434768.6
14771,2124,1,0,2,,5133214.3,434783.6
14771,2126,2,3,2,,5133214.3,434813.6
14771,79,3,13,4,,5132344.3,434393.6
14771,80,1,0,4,,5132344.3,434408.6
14771,81,1,0,4,,5132344.3,434423.6
14771,2131,1,0,4,,5133214.3,434888.6
14771,2132,2,11,4,,5133214.3,434903.6
14771,2134,1,0,4,,5133214.3,434933.6
14771,2136,1,0,4,,5133214.3,434963.6
14771,2138,1,0,1,,5133214.3,434993.6
14771,92,1,0,2,,5132359.3,434348.6
14771,93,1,0,4,,5132359.3,434363.6
14771,94,1,0,4,,5132359.3,434378.6
14771,2143,2,4,3,,5133214.3,435068.6
14771,97,4,13,4,,5132359.3,434423.6
14771,105,1,0,2,,5132359.3,434543.6
14771,107,1,0,4,,5132359.3,434573.6
14771,2157,1,0,2,,5133229.3,434618.6
14771,110,2,7,4,,5132374.3,434363.6
14771,111,1,0,4,,5132374.3,434378.6
14771,112,1,0,4,,5132374.3,434393.6
14771,113,1,0,4,,5132374.3,434408.6
14771,2161,1,0,2,,5133229.3,434678.6
14771,114,1,0,4,,5132374.3,434423.6
14771,116,1,0,4,,5132374.3,434453.6
14771,2166,1,0,2,,5133229.3,434753.6
14771,118,1,0,4,,5132374.3,434483.6
14771,2167,1,0,2,,5133229.3,434768.6
14771,2171,1,0,3,,5133229.3,434828.6
14771,123,1,0,4,,5132374.3,434558.6
14771,125,1,0,4,,5132374.3,434588.6
14771,2175,3,13,4,,5133229.3,434888.6
14771,128,2,7,4,,5132389.3,434378.6
14771,2177,1,0,4,,5133229.3,434918.6
14771,134,1,0,4,,5132389.3,434468.6
14771,135,1,0,4,,5132389.3,434483.6
14771,2186,1,0,1,,5133229.3,435053.6
14771,139,1,0,4,,5132389.3,434543.6
14771,144,1,0,4,,5132389.3,434618.6
14771,147,1,0,4,,5132404.3,434378.6
14771,2198,1,0,1,,5133244.3,434573.6
14771,150,1,0,4,,5132404.3,434423.6
14771,153,1,0,4,,5132404.3,434468.6
14771,2205,1,0,2,,5133244.3,434678.6
14771,157,2,2,4,,5132404.3,434528.6
14771,159,1,0,4,,5132404.3,434558.6
14771,161,1,0,4,,5132404.3,434588.6
14771,162,2,7,4,,5132404.3,434603.6
14771,164,1,0,4,,5132404.3,434633.6
14771,2213,2,10,3,,5133244.3,434798.6
14771,2215,1,0,3,,5133244.3,434828.6
14771,168,2,8,3,,5132419.3,434393.6
14771,2217,1,0,4,,5133244.3,434858.6
14771,2219,1,0,4,,5133244.3,434888.6
14771,172,1,0,2,,5132419.3,434453.6
14771,173,1,0,4,,5132419.3,434468.6
14771,2223,1,0,4,,5133244.3,434948.6
14771,175,1,0,4,,5132419.3,434498.6
14771,2226,1,0,3,,5133244.3,434993.6
14771,180,1,0,4,,5132419.3,434573.6
14771,181,2,10,4,,5132419.3,434588.6
14771,2231,2,8,1,,5133244.3,435068.6
14771,189,1,0,3,,5132434.3,434393.6
14771,2242,1,0,1,,5133259.3,434573.6
14771,2244,1,0,2,,5133259.3,434603.6
14771,199,1,0,4,,5132434.3,434543.6
14771,201,1,0,4,,5132434.3,434573.6
14771,205,1,0,4,,5132434.3,434633.6
14771,206,1,0,4,,5132434.3,434648.6
14771,208,6,12,4,,5132434.3,434678.6
14771,2256,1,0,3,,5133259.3,434783.6
14771,209,1,0,4,,5132434.3,434693.6
14771,2259,1,0,3,,5133259.3,434828.6
14771,212,3,11,3,,5132449.3,434408.6
14771,221,1,0,4,,5132449.3,434543.6
14771,2269,1,0,4,,5133259.3,434978.6
14771,2270,1,0,3,,5133259.3,434993.6
14771,2275,2,4,1,,5133259.3,435068.6
14771,229,2,5,3,,5132449.3,434663.6
14771,230,1,0,3,,5132449.3,434678.6
14771,231,3,13,4,,5132449.3,434693.6
14771,2279,1,0,1,,5133274.3,434468.6
14771,236,1,0,3,,5132464.3,434408.6
14771,2286,1,0,1,,5133274.3,434573.6
14771,240,1,0,4,,5132464.3,434468.6
14771,2290,2,6,2,,5133274.3,434633.6
14771,245,1,0,2,,5132464.3,434543.6
14771,2297,1,0,3,,5133274.3,434738.6
14771,2299,1,0,3,,5133274.3,434768.6
14771,251,1,0,3,,5132464.3,434633.6
14771,2300,1,0,3,,5133274.3,434783.6
14771,2301,1,0,3,,5133274.3,434798.6
14771,2302,1,0,3,,5133274.3,434813.6
14771,254,1,0,3,,5132464.3,434678.6
14771,255,1,0,4,,5132464.3,434693.6
14771,2304,1,0,4,,5133274.3,434843.6
14771,2305,2,8,4,,5133274.3,434858.6
14771,257,1,0,4,,5132464.3,434723.6
14771,2306,1,0,4,,5133274.3,434873.6
14771,261,1,0,2,,5132479.3,434423.6
14771,266,1,0,4,,5132479.3,434498.6
14771,2315,2,5,3,,5133274.3,435008.6
14771,268,1,0,4,,5132479.3,434528.6
14771,277,1,0,4,,5132479.3,434663.6
14771,281,3,4,4,,5132479.3,434723.6
14771,284,1,0,4,,5132479.3,434768.6
14771,2334,1,0,2,,5133289.3,434618.6
14771,287,2,2,2,,5132494.3,434423.6
14771,2335,1,0,2,,5133289.3,434633.6
14771,289,1,0,2,,5132494.3,434453.6
14771,2338,2,3,2,,5133289.3,434678.6
14771,2341,1,0,3,,5133289.3,434723.6
14771,294,1,0,2,,5132494.3,434528.6
14771,2342,1,0,3,,5133289.3,434738.6
14771,2344,1,0,3,,5133289.3,434768.6
14771,297,1,0,4,,5132494.3,434573.6
14771,2345,1,0,3,,5133289.3,434783.6
14771,2347,1,0,4,,5133289.3,434813.6
14771,301,1,0,4,,5132494.3,434633.6
14771,303,1,0,4,,5132494.3,434663.6
14771,306,1,0,4,,5132494.3,434708.6
14771,308,1,0,4,,5132494.3,434738.6
14771,2362,1,0,3,,5133289.3,435038.6
14771,315,1,0,2,,5132509.3,434438.6
14771,2363,1,0,3,,5133289.3,435053.6
14771,317,1,0,2,,5132509.3,434468.6
14771,2366,1,0,1,,5133289.3,435098.6
14771,318,1,0,2,,5132509.3,434483.6
14771,322,3,11,2,,5132509.3,434543.6
14771,323,1,0,2,,5132509.3,434558.6
14771,2374,1,0,1,,5133304.3,434543.6
14771,326,4,14,4,,5132509.3,434603.6
14771,2375,1,0,1,,5133304.3,434558.6
14771,2379,1,0,2,,5133304.3,434618.6
14771,2381,1,0,2,,5133304.3,434648.6
14771,334,1,0,4,,5132509.3,434723.6
14771,340,1,0,4,,5132509.3,434813.6
14771,2391,1,0,4,,5133304.3,434798.6
14771,345,3,8,2,,5132524.3,434483.6
14771,2393,1,0,4,,5133304.3,434828.6
14771,346,1,0,2,,5132524.3,434498.6
14771,348,2,2,2,,5132524.3,434528.6
14771,2396,1,0,4,,5133304.3,434873.6
14771,349,1,0,2,,5132524.3,434543.6
14771,2397,1,0,4,,5133304.3,434888.6
14771,351,2,8,4,,5132524.3,434573.6
14771,2404,1,0,3,,5133304.3,434993.6
14771,2405,2,4,4,,5133304.3,435008.6
14771,2406,2,3,4,,5133304.3,435023.6
14771,360,1,0,4,,5132524.3,434708.6
14771,361,1,0,4,,5132524.3,434723.6
14771,362,3,12,2,,5132524.3,434738.6
14771,2410,1,0,3,,5133304.3,435083.6
14771,2411,1,0,3,,5133304.3,435098.6
14771,2414,1,0,1,,5133319.3,434468.6
14771,373,1,0,2,,5132539.3,434468.6
14771,2424,1,0,2,,5133319.3,434618.6
14771,377,1,0,3,,5132539.3,434528.6
14771,378,1,0,4,,5132539.3,434543.6
14771,2427,1,0,2,,5133319.3,434663.6
14771,380,1,0,4,,5132539.3,434573.6
14771,2437,1,0,4,,5133319.3,434813.6
14771,2438,1,0,4,,5133319.3,434828.6
14771,391,1,0,4,,5132539.3,434738.6
14771,395,1,0,4,,5132539.3,434798.6
14771,399,2,1,2,,5132539.3,434858.6
14771,2451,1,0,3,,5133319.3,435023.6
14771,405,2,5,3,,5132554.3,434498.6
14771,2455,1,0,3,,5133319.3,435083.6
14771,408,1,0,4,,5132554.3,434543.6
14771,411,1,0,4,,5132554.3,434588.6
14771,415,1,0,4,,5132554.3,434648.6
14771,2464,1,0,1,,5133334.3,434543.6
14771,2467,1,0,3,,5133334.3,434588.6
14771,420,1,0,4,,5132554.3,434723.6
14771,2469,1,0,2,,5133334.3,434618.6
14771,421,2,11,4,,5132554.3,434738.6
14771,422,1,0,4,,5132554.3,434753.6
14771,423,1,0,4,,5132554.3,434768.6
14771,425,1,0,4,,5132554.3,434798.6
14771,428,1,0,2,,5132554.3,434843.6
14771,430,1,0,2,,5132554.3,434873.6
14771,2478,1,0,4,,5133334.3,434753.6
14771,431,1,0,2,,5132554.3,434888.6
14771,2487,1,0,4,,5133334.3,434888.6
14771,440,2,8,4,,5132569.3,434558.6
14771,2488,1,0,4,,5133334.3,434903.6
14771,2493,1,0,3,,5133334.3,434978.6
14771,448,1,0,2,,5132569.3,434678.6
14771,2498,1,0,3,,5133334.3,435053.6
14771,451,1,0,4,,5132569.3,434723.6
14771,2500,1,0,3,,5133334.3,435083.6
14771,2502,3,11,3,,5133334.3,435113.6
14771,2504,1,0,1,,5133349.3,434453.6
14771,461,2,1,2,,5132569.3,434873.6
14771,465,1,0,4,,5132569.3,434933.6
14771,2517,2,3,2,,5133349.3,434648.6
14771,2518,1,0,2,,5133349.3,434663.6
14771,471,1,0,4,,5132584.3,434528.6
14771,472,2,9,4,,5132584.3,434543.6
14771,473,1,0,4,,5132584.3,434558.6
14771,2521,1,0,4,,5133349.3,434708.6
14771,2523,2,7,4,,5133349.3,434738.6
14771,2526,1,0,4,,5133349.3,434783.6
14771,479,1,0,2,,5132584.3,434648.6
14771,482,2,5,4,,5132584.3,434693.6
14771,485,1,0,4,,5132584.3,434738.6
14771,488,1,0,4,,5132584.3,434783.6
14771,491,1,0,2,,5132584.3,434828.6
14771,492,1,0,2,,5132584.3,434843.6
14771,2543,1,0,3,,5133349.3,435038.6
14771,2545,1,0,3,,5133349.3,435068.6
14771,498,2,4,4,,5132584.3,434933.6
14771,2546,2,3,3,,5133349.3,435083.6
14771,2547,1,0,3,,5133349.3,435098.6
14771,2548,2,1,3,,5133349.3,435113.6
14771,2552,1,0,1,,5133364.3,434468.6
14771,505,1,0,4,,5132599.3,434528.6
14771,507,1,0,4,,5132599.3,434558.6
14771,2557,1,0,3,,5133364.3,434543.6
14771,509,1,0,4,,5132599.3,434588.6
14771,2560,1,0,3,,5133364.3,434588.6
14771,2566,1,0,4,,5133364.3,434678.6
14771,2570,1,0,4,,5133364.3,434738.6
14771,526,1,0,2,,5132599.3,434843.6
14771,528,1,0,2,,5132599.3,434873.6
14771,532,1,0,2,,5132599.3,434933.6
14771,533,1,0,2,,5132599.3,434948.6
14771,2581,1,0,4,,5133364.3,434903.6
14771,539,1,0,4,,5132614.3,434513.6
14771,540,1,0,4,,5132614.3,434528.6
14771,541,1,0,4,,5132614.3,434543.6
14771,2590,1,0,3,,5133364.3,435038.6
14771,542,1,0,4,,5132614.3,434558.6
14771,2592,1,0,3,,5133364.3,435068.6
14771,2593,2,1,3,,5133364.3,435083.6
14771,2594,1,0,3,,5133364.3,435098.6
14771,2603,1,0,3,,5133379.3,434528.6
14771,555,1,0,2,,5132614.3,434753.6
14771,557,1,0,4,,5132614.3,434783.6
14771,563,1,0,2,,5132614.3,434873.6
14771,2613,2,1,4,,5133379.3,434678.6
14771,569,1,0,4,,5132614.3,434963.6
14771,575,2,7,4,,5132629.3,434528.6
14771,2626,1,0,1,,5133379.3,434873.6
14771,579,1,0,2,,5132629.3,434588.6
14771,2632,1,0,3,,5133379.3,434963.6
14771,2635,2,1,1,,5133379.3,435008.6
14771,2637,2,2,3,,5133379.3,435038.6
14771,591,1,0,4,,5132629.3,434768.6
14771,2641,1,0,4,,5133379.3,435098.6
14771,594,1,0,4,,5132629.3,434813.6
14771,2645,1,0,1,,5133394.3,434438.6
14771,601,1,0,4,,5132629.3,434918.6
14771,2652,1,0,1,,5133394.3,434543.6
14771,606,1,0,4,,5132644.3,434468.6
14771,2655,1,0,3,,5133394.3,434588.6
14771,2657,2,8,3,,5133394.3,434618.6
14771,2658,1,0,4,,5133394.3,434633.6
14771,610,1,0,4,,5132644.3,434528.6
14771,2659,1,0,4,,5133394.3,434648.6
14771,2660,2,9,4,,5133394.3,434663.6
14771,2661,1,0,4,,5133394.3,434678.6
14771,2662,1,0,4,,5133394.3,434693.6
14771,2663,1,0,4,,5133394.3,434708.6
14771,616,1,0,2,,5132644.3,434618.6
14771,2664,1,0,4,,5133394.3,434723.6
14771,619,1,0,2,,5132644.3,434663.6
14771,2668,2,1,2,,5133394.3,434783.6
14771,621,1,0,2,,5132644.3,434693.6
14771,2671,1,0,4,,5133394.3,434828.6
14771,623,1,0,2,,5132644.3,434723.6
14771,2672,1,0,4,,5133394.3,434843.6
14771,627,1,0,4,,5132644.3,434783.6
14771,630,1,0,4,,5132644.3,434828.6
14771,2682,1,0,1,,5133394.3,434993.6
14771,634,1,0,4,,5132644.3,434888.6
14771,2684,1,0,3,,5133394.3,435023.6
14771,637,2,9,4,,5132644.3,434933.6
14771,638,1,0,4,,5132644.3,434948.6
14771,639,1,0,4,,5132644.3,434963.6
14771,641,1,0,4,,5132659.3,434468.6
14771,2690,1,0,4,,5133394.3,435113.6
14771,2691,1,0,4,,5133394.3,435128.6
14771,644,1,0,4,,5132659.3,434513.6
14771,650,1,0,2,,5132659.3,434603.6
14771,2703,1,0,4,,5133409.3,434588.6
14771,2706,1,0,4,,5133409.3,434633.6
14771,2707,1,0,4,,5133409.3,434648.6
14771,661,1,0,4,,5132659.3,434768.6
14771,662,1,0,4,,5132659.3,434783.6
14771,2711,1,0,3,,5133409.3,434708.6
14771,2713,1,0,3,,5133409.3,434738.6
14771,2714,1,0,3,,5133409.3,434753.6
14771,2717,2,14,2,,5133409.3,434798.6
14771,669,1,0,4,,5132659.3,434888.6
14771,2719,2,6,4,,5133409.3,434828.6
14771,2720,1,0,4,,5133409.3,434843.6
14771,672,1,0,4,,5132659.3,434933.6
14771,674,1,0,4,,5132659.3,434963.6
14771,677,2,7,4,,5132674.3,434468.6
14771,2725,1,0,3,,5133409.3,434918.6
14771,680,2,1,2,,5132674.3,434513.6
14771,682,3,11,4,,5132674.3,434543.6
14771,2734,1,0,1,,5133409.3,435053.6
14771,2736,2,1,4,,5133409.3,435083.6
14771,699,1,0,4,,5132674.3,434798.6
14771,2748,1,0,3,,5133424.3,434513.6
14771,702,1,0,4,,5132674.3,434843.6
14771,2750,1,0,3,,5133424.3,434543.6
14771,703,1,0,4,,5132674.3,434858.6
14771,2752,1,0,4,,5133424.3,434573.6
14771,2755,1,0,4,,5133424.3,434618.6
14771,707,1,0,4,,5132674.3,434918.6
14771,2756,2,2,4,,5133424.3,434633.6
14771,708,1,0,4,,5132674.3,434933.6
14771,709,1,0,4,,5132674.3,434948.6
14771,710,1,0,4,,5132674.3,434963.6
14771,2759,1,0,4,,5133424.3,434678.6
14771,713,1,0,4,,5132689.3,434468.6
14771,2762,1,0,3,,5133424.3,434723.6
14771,715,1,0,4,,5132689.3,434498.6
14771,2775,1,0,4,,5133424.3,434918.6
14771,729,1,0,2,,5132689.3,434708.6
14771,2777,1,0,4,,5133424.3,434948.6
14771,2781,1,0,1,,5133424.3,435008.6
14771,735,1,0,4,,5132689.3,434798.6
14771,2789,2,2,3,,5133424.3,435128.6
14771,2792,1,0,1,,5133439.3,434423.6
14771,744,1,0,4,,5132689.3,434933.6
14771,2799,1,0,4,,5133439.3,434528.6
14771,2800,1,0,4,,5133439.3,434543.6
14771,2804,1,0,4,,5133439.3,434603.6
14771,2808,1,0,4,,5133439.3,434663.6
14771,2810,2,6,3,,5133439.3,434693.6
14771,767,2,6,2,,5132704.3,434738.6
14771,769,1,0,2,,5132704.3,434768.6
14771,2819,1,0,4,,5133439.3,434828.6
14771,2820,1,0,3,,5133439.3,434843.6
14771,772,1,0,4,,5132704.3,434813.6
14771,778,1,0,4,,5132704.3,434903.6
14771,2827,2,9,4,,5133439.3,434948.6
14771,780,1,0,4,,5132704.3,434933.6
14771,783,1,0,4,,5132704.3,434978.6
14771,2831,1,0,1,,5133439.3,435008.6
14771,2833,1,0,1,,5133439.3,435038.6
14771,2834,1,0,1,,5133439.3,435053.6
14771,2835,1,0,1,,5133439.3,435068.6
14771,2837,1,0,3,,5133439.3,435098.6
14771,792,1,0,2,,5132719.3,434573.6
14771,797,1,0,2,,5132719.3,434648.6
14771,806,1,0,2,,5132719.3,434783.6
14771,808,1,0,4,,5132719.3,434813.6
14771,2857,1,0,4,,5133454.3,434633.6
14771,811,1,0,4,,5132719.3,434858.6
14771,819,2,8,4,,5132719.3,434978.6
14771,2869,3,8,4,,5133454.3,434813.6
14771,2870,1,0,4,,5133454.3,434828.6
14771,2875,1,0,4,,5133454.3,434903.6
14771,2881,1,0,1,,5133454.3,434993.6
14771,2884,1,0,1,,5133454.3,435038.6
14771,2893,1,0,2,,5133469.3,434408.6
14771,851,1,0,4,,5132734.3,434918.6
14771,2899,1,0,4,,5133469.3,434498.6
14771,853,1,0,4,,5132734.3,434948.6
14771,854,1,0,4,,5132734.3,434963.6
14771,855,3,5,4,,5132734.3,434978.6
14771,2906,1,0,3,,5133469.3,434603.6
14771,858,1,0,4,,5132749.3,434468.6
14771,2908,1,0,4,,5133469.3,434633.6
14771,2909,1,0,4,,5133469.3,434648.6
14771,869,1,0,2,,5132749.3,434633.6
14771,2920,1,0,4,,5133469.3,434813.6
14771,872,1,0,2,,5132749.3,434678.6
14771,2921,1,0,3,,5133469.3,434828.6
14771,2926,1,0,1,,5133469.3,434903.6
14771,884,1,0,4,,5132749.3,434858.6
14771,2935,1,0,1,,5133469.3,435038.6
14771,892,1,0,2,,5132749.3,434978.6
14771,2942,1,0,2,,5133469.3,435143.6
14771,2950,2,11,4,,5133484.3,434483.6
14771,905,1,0,3,,5132764.3,434618.6
14771,2957,1,0,3,,5133484.3,434588.6
14771,921,1,0,4,,5132764.3,434858.6
14771,2972,1,0,4,,5133484.3,434813.6
14771,2973,1,0,3,,5133484.3,434828.6
14771,2974,1,0,3,,5133484.3,434843.6
14771,926,1,0,4,,5132764.3,434933.6
14771,928,1,0,2,,5132764.3,434963.6
14771,930,1,0,2,,5132764.3,434993.6
14771,2979,1,0,1,,5133484.3,434918.6
14771,2983,2,7,3,,5133484.3,434978.6
14771,2988,1,0,1,,5133484.3,435053.6
14771,944,1,0,4,,5132779.3,434648.6
14771,2992,1,0,2,,5133484.3,435113.6
14771,949,1,0,2,,5132779.3,434723.6
14771,2999,1,0,3,,5133499.3,434423.6
14771,953,1,0,2,,5132779.3,434783.6
14771,3002,1,0,4,,5133499.3,434468.6
14771,955,1,0,2,,5132779.3,434813.6
14771,957,1,0,4,,5132779.3,434843.6
14771,958,1,0,4,,5132779.3,434858.6
14771,3010,1,0,3,,5133499.3,434588.6
14771,967,2,2,2,,5132779.3,434993.6
14771,3017,1,0,3,,5133499.3,434693.6
14771,969,1,0,2,,5132794.3,434468.6
14771,3018,1,0,3,,5133499.3,434708.6
14771,3025,1,0,3,,5133499.3,434813.6
14771,3028,1,0,3,,5133499.3,434858.6
14771,3029,2,14,3,,5133499.3,434873.6
14771,3033,1,0,3,,5133499.3,434933.6
14771,991,1,0,4,,5132794.3,434798.6
14771,992,1,0,4,,5132794.3,434813.6
14771,994,1,0,4,,5132794.3,434843.6
14771,3046,1,0,4,,5133499.3,435128.6
14771,3047,1,0,4,,5133499.3,435143.6
14771,3048,1,0,4,,5133499.3,435158.6
14771,3050,4,10,2,,5133514.3,434378.6
14771,1004,1,0,2,,5132794.3,434993.6
14771,3056,1,0,4,,5133514.3,434468.6
14771,1012,1,0,3,,5132809.3,434543.6
14771,1014,1,0,3,,5132809.3,434573.6
14771,1023,1,0,2,,5132809.3,434708.6
14771,1028,1,0,4,,5132809.3,434783.6
14771,1030,1,0,4,,5132809.3,434813.6
14771,3082,1,0,3,,5133514.3,434858.6
14771,3083,1,0,3,,5133514.3,434873.6
14771,1037,1,0,2,,5132809.3,434918.6
14771,3086,1,0,3,,5133514.3,434918.6
14771,1042,1,0,2,,5132809.3,434993.6
14771,3090,1,0,1,,5133514.3,434978.6
14771,3092,2,1,1,,5133514.3,435008.6
14771,1045,1,0,1,,5132824.3,434468.6
14771,1047,1,0,3,,5132824.3,434498.6
14771,3098,1,0,2,,5133514.3,435098.6
14771,3100,1,0,4,,5133514.3,435128.6
14771,3101,1,0,4,,5133514.3,435143.6
14771,3102,1,0,4,,5133514.3,435158.6
14771,3104,1,0,2,,5133529.3,434378.6
14771,3111,1,0,4,,5133529.3,434483.6
14771,3117,1,0,1,,5133529.3,434573.6
14771,1071,1,0,4,,5132824.3,434858.6
14771,3124,1,0,3,,5133529.3,434678.6
14771,1076,1,0,2,,5132824.3,434933.6
14771,3128,1,0,3,,5133529.3,434738.6
14771,1081,1,0,2,,5132824.3,435008.6
14771,3129,1,0,2,,5133529.3,434753.6
14771,3130,1,0,2,,5133529.3,434768.6
14771,1084,1,0,3,,5132839.3,434483.6
14771,3136,1,0,3,,5133529.3,434858.6
14771,3139,1,0,3,,5133529.3,434903.6
14771,1094,1,0,4,,5132839.3,434633.6
14771,1095,1,0,4,,5132839.3,434648.6
14771,3143,1,0,1,,5133529.3,434963.6
14771,3146,1,0,1,,5133529.3,435008.6
14771,1100,1,0,4,,5132839.3,434723.6
14771,1103,1,0,4,,5132839.3,434768.6
